P_ID,COUNTRY,LOB,SITE,PR_SIZE,MC_SIZE,COUNTRY_RMEAN,LOB_RMEAN,SITE_RMEAN,PSIZE_RMEAN,CSIZE_RMEAN,SOC,SOC_MIT,PROC,PROC_MIT,ENG,ENG_MIT,WEA,WEA_MIT,MGM,MGM_MIT,SOC_EMEAN,PROC_EMEAN,ENG_EMEAN,WEA_EMEAN,MGM_EMEAN,DEV_RAN,DEV_EVE,DEV_TOT,DUR_BL,DUR_AC
PR00001,Peru,O&G - Upstream,Harsh >50% of activity duration,<200MM,Medium,0.032679369,0.027523745,0.255198868,0.058847289,0.215385415,8,1,2,2,6,4,4,1,3,3,0.034074688,0.021063707,0.013670921,0.049316142,0.003416572,0.172356846,0.275649877,0.495516867,17,25.42
PR00002,Peru,O&G - Downstream,Harsh >50% of activity duration,<2MM,Small,0.020091968,0.085949626,0.160580235,0.486891189,0.209348904,1,1,6,1,1,1,1,1,7,3,0.039244527,0.0268552,0.022334248,0.034053095,0.006204088,0.261489705,0.090680131,0.375881757,6,8.26
PR00003,Chile,Renewables - Wind,Harsh >50% of activity duration,<200MM,Medium,0.022965684,0.070476366,0.118068923,0.182045414,0.184567777,2,2,8,1,6,4,6,3,0,0,0.063459304,0.010259541,0.010828905,0.041265058,0.007981624,0.148019988,0.162944961,0.335084061,23,30.71
PR00004,Chile,Renewables - Wind,Harsh >50% of activity duration,<200MM,Medium,0.03843219,0.066208501,0.130734507,0.113637431,0.064410573,4,2,7,0,2,2,4,4,1,1,0.033444415,0.013428425,0.024195564,0.047242864,0.006496304,0.112185619,0.127905571,0.254440356,22,27.6
PR00005,Argentina,O&G - Downstream,Harsh >50% of activity duration,<200MM,Small,0.047350202,0.092221545,0.242364534,0.134267716,0.173391798,5,4,7,3,3,3,6,3,2,2,0.045196622,0.031877219,0.027030553,0.024530719,0.005549215,0.188353115,0.186558226,0.410050164,20,28.2
PR00006,Peru,Renewables - Wind,Fair >50% of activity duration,<2MM,Medium,0.031738197,0.035214634,0.145825219,0.119692966,0.276273107,3,1,6,4,3,2,1,1,6,3,0.043118257,0.021117282,0.015443793,0.027804611,0.007490345,0.15918788,0.123884291,0.302793049,12,15.63
PR00007,Chile,Mining,Fair >80% of activity duration,<200MM,Medium,0.01379919,0.050930021,0.048434264,0.182350848,0.087789083,0,0,1,1,4,1,1,1,3,3,0.017155512,0.011078153,0.013482718,0.030600898,0.002560192,0.097633075,0.030761191,0.131397576,12,13.58
PR00008,Chile,O&G - Upstream,Harsh >50% of activity duration,<20MM,Small,0.016298556,0.026881786,0.083446157,0.601433357,0.142019893,6,1,2,2,1,1,8,4,4,2,0.023604294,0.023169551,0.028568058,0.032048721,0.005823965,0.247631177,0.196318328,0.492564044,24,35.82
PR00009,Argentina,O&G - Downstream,Harsh >50% of activity duration,<20MM,Small,0.049661532,0.074221805,0.182078714,0.175348558,0.246504285,4,4,8,0,8,2,5,2,0,0,0.053416124,0.020590192,0.016607034,0.032992164,0.006794312,0.190863383,0.222178433,0.455447544,8,11.64
PR00010,Argentina,O&G - Downstream,Fair >80% of activity duration,<200MM,Small,0.013834729,0.088650646,0.074722654,0.126979496,0.391049711,7,3,2,2,7,0,2,2,0,0,0.0692913,0.02867122,0.016789235,0.019321356,0.010431653,0.154084067,0.275455391,0.471982745,15,22.08
PR00011,Argentina,O&G - Upstream,Fair >50% of activity duration,<200MM,Small,0.027545379,0.055449819,0.15684375,0.194815293,0.451223308,0,0,0,0,8,2,6,1,4,3,0.043133949,0.044093717,0.014426697,0.045516956,0.006140503,0.221085585,0.201685584,0.467360945,22,32.28
PR00012,Chile,Renewables - Wind,Harsh >50% of activity duration,<2MM,Medium,0.005871204,0.045186904,0.199559032,0.269083696,0.195044953,1,1,7,1,2,2,8,4,8,0,0.04872192,0.032110954,0.016755303,0.028047206,0.008754867,0.203284858,0.228139621,0.47780181,9,13.3
PR00013,Argentina,Renewables - Solar,Harsh >50% of activity duration,<2MM,Large,0.02832428,0.051053093,0.107702966,0.352934633,0.145682211,7,2,7,1,6,4,4,3,7,3,0.051286727,0.024788867,0.00966476,0.04562204,0.019855952,0.187731743,0.372290931,0.629913499,21,34.23
PR00014,Peru,Mining,Fair >50% of activity duration,<20MM,Large,0.037567728,0.040691944,0.219799312,0.311925164,0.168457156,3,0,8,4,4,4,5,4,7,1,0.061976169,0.041048129,0.029259667,0.041499155,0.003094673,0.226615234,0.274196538,0.562948885,7,10.94
PR00015,Argentina,O&G - Downstream,Fair >80% of activity duration,<2MM,Small,0.037782339,0.076756131,0.092215788,0.283521117,0.197998828,3,3,7,4,0,0,0,0,3,0,0.025982323,0.041811676,0.013333936,0.053654172,0.013076177,0.174825807,0.106876444,0.300387012,24,31.21
PR00016,Chile,O&G - Downstream,Fair >80% of activity duration,<200MM,Large,0.038809083,0.072289589,0.047635502,0.07087305,0.244086534,0,0,0,0,6,0,1,1,0,0,0.025529833,0.024210963,0.017334099,0.041529011,0.004920797,0.102450173,0.059477518,0.168021173,11,12.85
PR00017,Peru,Renewables - Solar,Fair >80% of activity duration,<2MM,Large,0.050623078,0.023474956,0.095749265,0.341587024,0.109541475,2,0,8,1,6,4,1,0,7,4,0.056009748,0.034780343,0.03117464,0.026393462,0.006613409,0.176513625,0.244012029,0.463597102,24,35.13
PR00018,Peru,Mining,Fair >50% of activity duration,<20MM,Small,0.025953841,0.060341257,0.133211284,0.400874101,0.249300144,7,1,7,3,7,2,3,3,4,4,0.02859403,0.02111704,0.019414382,0.034353356,0.011626595,0.232912296,0.228373769,0.514477123,12,18.17
PR00019,Peru,Renewables - Wind,Fair >50% of activity duration,<20MM,Small,0.021495404,0.0329635,0.113499376,0.116908509,0.625771331,6,2,2,2,1,0,4,1,1,1,0.036830129,0.019248273,0.015841487,0.029879589,0.002871449,0.212648595,0.173464771,0.423000406,7,9.96
PR00020,Chile,Mining,Fair >50% of activity duration,<20MM,Large,0.020930306,0.031885979,0.213574464,0.221433293,0.25035154,8,2,1,0,5,1,5,1,2,2,0.039306076,0.014045236,0.023221321,0.04361505,0.006687349,0.208756957,0.326230491,0.603090333,9,14.43
PR00021,Argentina,Renewables - Solar,Fair >50% of activity duration,<20MM,Large,0.02505914,0.039074362,0.116547569,0.209899059,0.130805388,8,4,7,3,7,1,8,3,4,2,0.075083419,0.023464263,0.016309486,0.027327023,0.008286693,0.143968326,0.439850342,0.647143186,9,14.82
PR00022,Argentina,Mining,Harsh >50% of activity duration,<2MM,Medium,0.061568221,0.038049228,0.222486777,0.269375754,0.223122021,5,2,3,3,7,2,6,2,0,0,0.038655016,0.019007926,0.016627223,0.031977057,0.003746969,0.231726358,0.224295231,0.507996705,7,10.56
PR00023,Peru,O&G - Upstream,Fair >50% of activity duration,<2MM,Medium,0.052088645,0.07883651,0.101168645,0.323193207,0.223069764,5,3,1,0,2,2,6,3,3,3,0.0400556,0.04095148,0.015633959,0.025886163,0.008526453,0.199003359,0.155432617,0.38536759,19,26.32
PR00024,Argentina,Renewables - Solar,Harsh >50% of activity duration,<200MM,Large,0.01768506,0.022400643,0.224617351,0.144177462,0.170113916,5,3,4,3,4,1,7,2,4,0,0.037106123,0.034396676,0.010110686,0.04212839,0.0019204,0.17266426,0.251817746,0.467961931,12,17.62
PR00025,Peru,O&G - Downstream,Fair >80% of activity duration,<2MM,Medium,0.041457794,0.155093818,0.092079739,0.272315748,0.225620274,7,0,1,1,7,1,2,2,1,0,0.022362452,0.027652147,0.009922343,0.007558049,0.01237382,0.181769814,0.140701109,0.348046138,20,26.96
PR00026,Peru,Mining,Harsh >50% of activity duration,<200MM,Medium,0.073409808,0.054320594,0.132093768,0.170241712,0.102831658,6,4,7,1,6,2,1,1,3,1,0.052710665,0.03336595,0.005614875,0.011809533,0.007178971,0.145544834,0.203025631,0.378119796,6,8.27
PR00027,Argentina,Renewables - Wind,Fair >50% of activity duration,<2MM,Small,0.030100138,0.0297621,0.082074827,0.27466469,0.178610102,3,0,6,1,1,1,2,1,0,0,0.033106473,0.028696972,0.031216064,0.053170534,0.010066348,0.159964497,0.15897996,0.344375607,20,26.89
PR00028,Argentina,Renewables - Solar,Fair >80% of activity duration,<20MM,Large,0.059903088,0.026696381,0.046233226,0.133184857,0.221734101,3,0,1,1,2,1,7,4,6,1,0.084326521,0.033108139,0.015545664,0.072118193,0.010280345,0.119106159,0.390695285,0.556335658,10,15.56
PR00029,Peru,Renewables - Solar,Fair >80% of activity duration,<2MM,Small,0.047158989,0.031152237,0.042439683,0.115882194,0.096508921,3,0,0,0,3,1,3,2,2,2,0.028198356,0.017141955,0.017902544,0.025538117,0.00978083,0.084389675,0.100556357,0.19343195,21,25.06
PR00030,Chile,Renewables - Wind,Fair >80% of activity duration,<2MM,Large,0.048769055,0.079749757,0.073628278,0.322894793,0.183224279,2,1,1,1,0,0,2,2,7,1,0.040904417,0.026196956,0.016175916,0.027942092,0.009626356,0.179144357,0.093232115,0.289078479,9,11.6
PR00031,Chile,O&G - Downstream,Harsh >50% of activity duration,<20MM,Small,0.044155242,0.074756476,0.157578552,0.23537371,0.123518778,1,1,6,1,7,4,0,0,3,0,0.04227392,0.024206475,0.018251746,0.08484675,0.004983662,0.173123924,0.102801772,0.293723142,11,14.23
PR00032,Peru,Renewables - Solar,Harsh >50% of activity duration,<2MM,Large,0.068154888,0.04062658,0.213992781,0.186083958,0.130819719,1,0,6,2,7,3,1,1,5,4,0.034349062,0.01708939,0.012247209,0.013323298,0.008873685,0.186656295,0.096144897,0.300747242,13,16.91
PR00033,Chile,Renewables - Solar,Fair >50% of activity duration,<2MM,Large,0.042619557,0.027440039,0.073311783,0.348082813,0.203395082,5,3,4,1,4,0,4,4,3,2,0.046674633,0.023793249,0.024260855,0.037028356,0.004203413,0.186455465,0.18925756,0.411001131,11,15.52
PR00034,Argentina,Renewables - Solar,Fair >80% of activity duration,<200MM,Medium,0.026777253,0.032191515,0.104327059,0.230500077,0.65837375,0,0,5,1,2,2,7,3,0,0,0.041150246,0.022145516,0.01065967,0.034268411,0.011504777,0.250859486,0.13727603,0.42257251,9,12.8
PR00035,Chile,O&G - Downstream,Fair >80% of activity duration,<20MM,Medium,0.014047531,0.11698632,0.059968398,0.102814585,0.300538174,8,1,8,1,0,0,2,2,8,2,0.032501919,0.041011496,0.026165094,0.053365364,0.011118966,0.124300568,0.325062453,0.489768469,9,13.41
PR00036,Peru,O&G - Downstream,Fair >80% of activity duration,<20MM,Medium,0.049649184,0.046088127,0.107175916,0.145980068,0.07311441,1,1,5,4,8,0,7,1,6,2,0.036100931,0.019505511,0.013447256,0.022261633,0.007793194,0.116003971,0.188134362,0.325962666,8,10.61
PR00037,Peru,O&G - Downstream,Fair >50% of activity duration,<20MM,Medium,0.081354377,0.109172619,0.096768889,0.218756021,0.196906098,7,4,8,0,7,0,8,0,5,4,0.05010094,0.018785181,0.008203157,0.024090811,0.006754882,0.169512807,0.335088407,0.56140299,18,28.11
PR00038,Argentina,O&G - Downstream,Harsh >50% of activity duration,<200MM,Large,0.048356689,0.068603355,0.236025535,0.17770406,0.25890581,2,1,7,0,6,1,2,0,4,3,0.057528875,0.016816166,0.014069246,0.04804749,0.005059628,0.215021934,0.188703253,0.444300525,18,26
PR00039,Argentina,Renewables - Wind,Fair >80% of activity duration,<2MM,Medium,0.028831966,0.095449311,0.095874998,0.225755866,0.331329777,5,4,1,0,3,3,6,3,8,2,0.023409463,0.017447449,0.005933841,0.020573566,0.003614332,0.184323172,0.106903147,0.310931045,16,20.97
