P_ID,COUNTRY,LOB,SITE,PR_SIZE,MC_SIZE,COUNTRY_RMEAN,LOB_RMEAN,SITE_RMEAN,PSIZE_RMEAN,CSIZE_RMEAN,SOC,SOC_MIT,PROC,PROC_MIT,ENG,ENG_MIT,WEA,WEA_MIT,MGM,MGM_MIT,SOC_EMEAN,PROC_EMEAN,ENG_EMEAN,WEA_EMEAN,MGM_EMEAN,DEV_RAN,DEV_EVE,DEV_TOT,DUR_BL,DUR_AC
PR00001,Chile,Renewables - Solar,Fair >50% of activity duration,<20MM,Large,0.021185357,0.044621254,0.105915849,0.251941284,0.15345592,4,4,5,2,5,2,1,1,4,0,0.05039455,0.015006931,0.022889241,0.053839404,0.005784354,0.15616731,0.129221951,0.305569506,24,31.33
PR00002,Argentina,Mining,Fair >50% of activity duration,<200MM,Medium,0.019178004,0.02893698,0.218256928,0.093768721,0.197265609,4,2,1,1,7,1,0,0,1,1,0.046332306,0.029618971,0.010143388,0.048779111,0.012473073,0.161127859,0.111081982,0.290108243,12,15.48
PR00003,Argentina,Renewables - Solar,Fair >80% of activity duration,<200MM,Small,0.046454833,0.015019743,0.065086468,0.208175778,0.183275237,0,0,4,3,3,3,3,3,0,0,0.07911772,0.025801314,0.017453003,0.052966859,0.006380815,0.137507063,0.053613829,0.198493172,8,9.59
PR00004,Chile,Renewables - Solar,Fair >50% of activity duration,<2MM,Medium,0.024784882,0.024686144,0.087353389,0.213294881,0.180570413,2,1,8,3,0,0,5,1,3,1,0.030833474,0.026354928,0.004184728,0.03626103,0.01192678,0.14247443,0.199458089,0.370350197,22,30.15
PR00005,Peru,Mining,Harsh >50% of activity duration,<2MM,Large,0.013724352,0.057885168,0.152646766,0.277677256,0.367796468,5,0,8,2,3,2,3,3,4,0,0.067700042,0.030952015,0.011876424,0.018140494,0.002722159,0.224246523,0.304784923,0.597378406,20,31.95
PR00006,Peru,Renewables - Solar,Harsh >50% of activity duration,<2MM,Small,0.096380039,0.025091433,0.142655654,0.080650916,0.303311116,3,3,3,1,0,0,7,0,6,2,0.021401203,0.015903142,0.026542756,0.037460492,0.004286576,0.167269341,0.201410997,0.402370223,23,32.25
PR00007,Argentina,Renewables - Wind,Fair >50% of activity duration,<2MM,Small,0.030119147,0.058737779,0.105383287,0.262938877,0.259660503,1,0,5,1,7,3,6,4,0,0,0.075918022,0.015085614,0.018428667,0.032953681,0.005663918,0.183433754,0.176675964,0.392518054,12,16.71
PR00008,Chile,Renewables - Solar,Fair >80% of activity duration,<20MM,Small,0.034533371,0.031776785,0.102610783,0.302568143,0.380567219,8,0,3,3,3,3,3,3,3,1,0.047302045,0.027713741,0.009885786,0.047607961,0.003612349,0.218150382,0.27424495,0.552221973,10,15.52
PR00009,Chile,Renewables - Wind,Fair >80% of activity duration,<200MM,Large,0.019870233,0.03607371,0.115004271,0.228925773,0.103503316,7,3,2,1,0,0,7,0,7,4,0.024349127,0.0454473,0.017714391,0.046710358,0.012042655,0.142151347,0.339027608,0.529372187,18,27.53
PR00010,Argentina,Mining,Fair >50% of activity duration,<200MM,Medium,0.032758084,0.04008982,0.134326773,0.162730589,0.154392074,6,4,6,2,3,1,8,4,7,2,0.024099456,0.016566357,0.010002991,0.038549887,0.00445958,0.143622313,0.229695527,0.406307242,15,21.09
PR00011,Chile,O&G - Upstream,Fair >80% of activity duration,<2MM,Medium,0.047890959,0.069854769,0.069088887,0.398461925,0.145267683,7,2,2,2,1,1,1,1,7,1,0.033591497,0.020321834,0.017111846,0.00997735,0.006433462,0.191693147,0.162028527,0.384781432,23,31.85
PR00012,Argentina,O&G - Upstream,Fair >80% of activity duration,<2MM,Small,0.028127651,0.06701262,0.066509147,0.218666604,0.142315535,4,3,5,1,1,0,6,2,8,2,0.027958825,0.032723021,0.020757153,0.007436818,0.006867167,0.131049291,0.157348705,0.309018432,24,31.42
PR00013,Chile,Renewables - Solar,Fair >50% of activity duration,<2MM,Small,0.049065752,0.017487525,0.165027363,0.217887373,0.14169705,6,4,5,1,6,2,8,1,5,2,0.030031826,0.020621333,0.004569801,0.028494254,0.009037541,0.172857381,0.256546731,0.473750109,16,23.58
PR00014,Chile,Renewables - Solar,Fair >80% of activity duration,<20MM,Large,0.035460271,0.04333185,0.123534978,0.201396896,0.15767032,0,0,2,2,3,0,5,1,6,3,0.069968258,0.024658469,0.011392354,0.041444777,0.00626804,0.152398784,0.15363969,0.329452976,10,13.29
PR00015,Argentina,Mining,Harsh >50% of activity duration,<2MM,Large,0.074525522,0.034685107,0.152235792,0.530871714,0.107622767,0,0,5,3,7,4,8,3,2,2,0.048912484,0.00737378,0.015642992,0.040545656,0.015052738,0.26204602,0.192897935,0.505492092,16,24.09
PR00016,Argentina,O&G - Upstream,Fair >80% of activity duration,<2MM,Small,0.053485169,0.026823225,0.073165071,0.133588867,0.355239628,6,0,6,0,4,3,8,4,3,1,0.05533071,0.018341621,0.014609623,0.034401381,0.004801282,0.155103068,0.369962359,0.582447723,15,23.74
PR00017,Argentina,O&G - Upstream,Harsh >50% of activity duration,<20MM,Large,0.025571812,0.041691709,0.147230067,0.389044281,0.17636236,2,2,2,1,7,3,2,2,6,3,0.013922097,0.005689469,0.006619661,0.012861007,0.008332631,0.219355322,0.060946059,0.293670223,23,29.75
PR00018,Chile,Renewables - Wind,Fair >80% of activity duration,<20MM,Small,0.027527418,0.0639284,0.063077384,0.269356101,0.159985984,8,3,6,1,0,0,6,2,0,0,0.024753056,0.020883003,0.007418191,0.028589796,0.005721824,0.148113255,0.205271629,0.383788334,9,12.45
PR00019,Argentina,O&G - Upstream,Fair >50% of activity duration,<200MM,Large,0.036228876,0.035693216,0.115239708,0.136068585,0.271837809,2,0,1,1,8,3,1,0,3,3,0.067144282,0.019357474,0.014677195,0.03497733,0.006788082,0.1521259,0.152999071,0.328400093,17,22.58
PR00020,Argentina,Renewables - Solar,Fair >80% of activity duration,<2MM,Large,0.031588407,0.03123915,0.072948872,0.185455621,0.177676563,0,0,6,4,1,1,0,0,2,2,0.085740877,0.018306296,0.016547154,0.019219046,0.005813236,0.129810607,0.026473066,0.159720158,19,22.03
PR00021,Peru,Renewables - Solar,Fair >50% of activity duration,<200MM,Small,0.036777735,0.033709872,0.160786727,0.164205817,0.348865931,6,1,1,1,3,3,5,0,8,2,0.034977382,0.028103716,0.02897481,0.023950995,0.006803067,0.19422955,0.243970857,0.485586756,8,11.88
PR00022,Chile,Renewables - Solar,Harsh >50% of activity duration,<20MM,Small,0.047594031,0.017028165,0.156796539,0.243776793,0.211525832,7,0,8,3,4,1,3,1,4,1,0.034929964,0.020770255,0.011265015,0.035896231,0.017404886,0.190906736,0.31515662,0.566228878,15,23.49
PR00023,Argentina,Renewables - Solar,Harsh >50% of activity duration,<200MM,Medium,0.035356062,0.030564831,0.125071122,0.217488248,0.163206518,1,1,4,2,3,1,7,2,5,1,0.023203758,0.028819766,0.019667513,0.066453529,0.00596316,0.158283484,0.301945749,0.508022258,12,18.1
PR00024,Argentina,Renewables - Solar,Harsh >50% of activity duration,<200MM,Large,0.025613129,0.009428761,0.047258137,0.265254292,0.146698544,2,0,6,2,0,0,7,3,8,3,0.057198067,0.039188337,0.017767022,0.019711162,0.010461339,0.134693972,0.251403618,0.419960141,21,29.82
PR00025,Peru,O&G - Upstream,Fair >80% of activity duration,<20MM,Medium,0.060233678,0.058561843,0.081737388,0.227549993,0.214277559,6,0,3,3,1,0,0,0,4,3,0.060924128,0.025759086,0.010049859,0.023011504,0.024093214,0.161801977,0.27824301,0.485065256,6,8.91
PR00026,Argentina,Renewables - Wind,Harsh >50% of activity duration,<200MM,Large,0.016655107,0.065949709,0.067669005,0.300018875,0.232930961,2,2,5,4,0,0,0,0,1,1,0.053245232,0.031770442,0.014956605,0.022591015,0.005551337,0.171120719,0.045296925,0.224168886,20,24.48
PR00027,Chile,O&G - Upstream,Harsh >50% of activity duration,<200MM,Large,0.011310057,0.028323491,0.08941856,0.12738163,0.206082077,6,2,4,0,0,0,6,3,0,0,0.055245952,0.012964753,0.01521404,0.01296882,0.006535399,0.119442017,0.20097652,0.344423579,6,8.07
PR00028,Argentina,Mining,Fair >80% of activity duration,<20MM,Small,0.033438385,0.067654173,0.076490726,0.078146724,0.369258729,0,0,5,3,4,2,6,4,4,2,0.012686737,0.011303114,0.010698656,0.038289865,0.007579476,0.139634358,0.11860409,0.274799655,11,14.02
PR00029,Argentina,Renewables - Wind,Fair >80% of activity duration,<20MM,Large,0.026054291,0.029561942,0.048662823,0.209947232,0.148384126,8,1,2,2,0,0,6,0,5,4,0.029472058,0.010275668,0.015070521,0.041041785,0.005426572,0.120117794,0.290934391,0.445998582,22,31.81
PR00030,Chile,Renewables - Wind,Harsh >50% of activity duration,<2MM,Small,0.017787944,0.066099968,0.205926721,0.216209248,0.291902047,8,4,6,4,6,4,7,0,0,0,0.032788887,0.026614761,0.01867678,0.036541078,0.01062839,0.213365857,0.315465232,0.596140598,24,38.31
PR00031,Peru,O&G - Downstream,Fair >50% of activity duration,<200MM,Medium,0.044836794,0.076771354,0.079014187,0.107139736,0.183397729,0,0,1,1,4,3,1,1,3,3,0.029535895,0.029217273,0.019357711,0.03410486,0.010260471,0.115474908,0.036830938,0.156558895,10,11.57
PR00032,Argentina,Mining,Harsh >50% of activity duration,<20MM,Large,0.021266799,0.064715607,0.103766804,0.427511208,0.107912479,8,0,1,1,1,1,5,3,1,1,0.020351967,0.046597394,0.022116849,0.04387993,0.004747918,0.19989506,0.183675151,0.420285967,18,25.57
PR00033,Argentina,Mining,Fair >80% of activity duration,<2MM,Small,0.020909117,0.043484281,0.081619543,0.221266981,0.182680814,7,2,1,1,1,0,7,1,0,0,0.039808569,0.023086987,0.010955475,0.039058259,0.008161855,0.142965568,0.289298882,0.473624228,14,20.63
PR00034,Chile,O&G - Upstream,Fair >50% of activity duration,<200MM,Large,0.050542617,0.024825006,0.11287346,0.182944294,0.094466801,0,0,8,3,7,1,4,4,8,1,0.042366751,0.006745246,0.002352132,0.041652185,0.006367842,0.132802937,0.09781297,0.243605756,10,12.44
PR00035,Argentina,O&G - Downstream,Fair >80% of activity duration,<20MM,Large,0.018503717,0.070784364,0.065143717,0.258735946,0.185570557,2,2,1,0,8,1,1,1,2,2,0.042305977,0.017132771,0.015953923,0.034764329,0.007320447,0.148957529,0.090108286,0.252488124,18,22.54
PR00036,Argentina,Renewables - Solar,Fair >80% of activity duration,<200MM,Small,0.03571786,0.053181643,0.145500102,0.086875467,0.228970315,0,0,8,4,0,0,8,0,7,2,0.058654438,0.025211399,0.011696735,0.024714078,0.006346161,0.141645291,0.200050821,0.370032369,15,20.55
PR00037,Chile,Renewables - Solar,Fair >50% of activity duration,<200MM,Large,0.031856538,0.028883838,0.09807231,0.173687414,0.162709898,0,0,5,2,8,4,1,0,7,1,0.025134346,0.020617389,0.025963027,0.033131823,0.004583847,0.133285454,0.142239109,0.294482968,15,19.42
PR00038,Chile,O&G - Upstream,Fair >80% of activity duration,<200MM,Large,0.014748373,0.027259609,0.054024284,0.235639035,0.136288208,5,4,6,1,8,0,3,3,8,0,0.037592369,0.035861031,0.01488038,0.065493933,0.007362736,0.124609139,0.269934267,0.428179683,11,15.71
